cve,created_at,source,body
['cve-2024-40670'],2025-01-29,mastodon,"CVE-2024-40670 – Adobe Reader Use After Free (Local Privilege Escalation) 

CVE ID : CVE-2024-40670

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In TBD of TBD, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and more...

Go to Source

 https:// whalers.ir/blog/cve-2024-40670 -adobe-reader-use-after-free-local-privilege-escalation/5299/"
['cve-2024-40670'],2025-01-29,mastodon,"CVE-2024-40670 – Adobe Reader Use After Free (Local Privilege Escalation) 

CVE ID : CVE-2024-40670

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In TBD of TBD, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and more...

Go to Source

 https:// whalers.ir/blog/cve-2024-40670 -adobe-reader-use-after-free-local-privilege-escalation/5299/"
['CVE-2024-40651'],2025-01-29,mastodon,"CVE-2024-40651 –  Linux Kernel Use-After-Free Vulnerability in TBD 

CVE ID : CVE-2024-40651

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In TBD of TBD, there is a possible use-after-free due to a logic error in the code. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and more...

Go to Source

 https:// whalers.ir/blog/cve-2024-40651 -%e2%94%8c-linux-kernel-use-after-free-vulnerability-in-tbd/5297/"
['CVE-2024-40651'],2025-01-29,mastodon,"CVE-2024-40651 –  Linux Kernel Use-After-Free Vulnerability in TBD 

CVE ID : CVE-2024-40651

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In TBD of TBD, there is a possible use-after-free due to a logic error in the code. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and more...

Go to Source

 https:// whalers.ir/blog/cve-2024-40651 -%e2%94%8c-linux-kernel-use-after-free-vulnerability-in-tbd/5297/"
['cve-2024-40651'],2025-01-29,mastodon,"CVE-2024-40651 –  Linux Kernel Use-After-Free Vulnerability in TBD 

CVE ID : CVE-2024-40651

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In TBD of TBD, there is a possible use-after-free due to a logic error in the code. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and more...

Go to Source

 https:// whalers.ir/blog/cve-2024-40651 -%e2%94%8c-linux-kernel-use-after-free-vulnerability-in-tbd/5297/"
['cve-2024-40651'],2025-01-29,mastodon,"CVE-2024-40651 –  Linux Kernel Use-After-Free Vulnerability in TBD 

CVE ID : CVE-2024-40651

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In TBD of TBD, there is a possible use-after-free due to a logic error in the code. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and more...

Go to Source

 https:// whalers.ir/blog/cve-2024-40651 -%e2%94%8c-linux-kernel-use-after-free-vulnerability-in-tbd/5297/"
['CVE-2024-34748'],2025-01-29,mastodon,"CVE-2024-34748 – DevmemX Use-After-Free Local Kernel EoP 

CVE ID : CVE-2024-34748

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In _DevmemXReservationPageAddress of devicemem_server.c, there is a possible use-after-free due to improper casting. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and […]

 https:// whalers.ir/blog/cve-2024-34748 -devmemx-use-after-free-local-kernel-eop/5295/"
['CVE-2024-34748'],2025-01-29,mastodon,"CVE-2024-34748 – DevmemX Use-After-Free Local Kernel EoP 

CVE ID : CVE-2024-34748

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In _DevmemXReservationPageAddress of devicemem_server.c, there is a possible use-after-free due to improper casting. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and […]

 https:// whalers.ir/blog/cve-2024-34748 -devmemx-use-after-free-local-kernel-eop/5295/"
['cve-2024-34748'],2025-01-29,mastodon,"CVE-2024-34748 – DevmemX Use-After-Free Local Kernel EoP 

CVE ID : CVE-2024-34748

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In _DevmemXReservationPageAddress of devicemem_server.c, there is a possible use-after-free due to improper casting. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and […]

 https:// whalers.ir/blog/cve-2024-34748 -devmemx-use-after-free-local-kernel-eop/5295/"
['cve-2024-34748'],2025-01-29,mastodon,"CVE-2024-34748 – DevmemX Use-After-Free Local Kernel EoP 

CVE ID : CVE-2024-34748

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In _DevmemXReservationPageAddress of devicemem_server.c, there is a possible use-after-free due to improper casting. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and […]

 https:// whalers.ir/blog/cve-2024-34748 -devmemx-use-after-free-local-kernel-eop/5295/"
['CVE-2024-34732'],2025-01-29,mastodon,"CVE-2024-34732 – Vulnerability in RGX MMUCache Invalidate in AMD Device 

CVE ID : CVE-2024-34732

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In RGXMMUCacheInvalidate of rgxmem.c, there is a possible arbitrary code execution due to a race condition. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and […]

 https:// whalers.ir/blog/cve-2024-34732 -vulnerability-in-rgx-mmucache-invalidate-in-amd-device/5293/"
['CVE-2024-34732'],2025-01-29,mastodon,"CVE-2024-34732 – Vulnerability in RGX MMUCache Invalidate in AMD Device 

CVE ID : CVE-2024-34732

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In RGXMMUCacheInvalidate of rgxmem.c, there is a possible arbitrary code execution due to a race condition. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and […]

 https:// whalers.ir/blog/cve-2024-34732 -vulnerability-in-rgx-mmucache-invalidate-in-amd-device/5293/"
['cve-2024-34732'],2025-01-29,mastodon,"CVE-2024-34732 – Vulnerability in RGX MMUCache Invalidate in AMD Device 

CVE ID : CVE-2024-34732

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In RGXMMUCacheInvalidate of rgxmem.c, there is a possible arbitrary code execution due to a race condition. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and […]

 https:// whalers.ir/blog/cve-2024-34732 -vulnerability-in-rgx-mmucache-invalidate-in-amd-device/5293/"
['cve-2024-34732'],2025-01-29,mastodon,"CVE-2024-34732 – Vulnerability in RGX MMUCache Invalidate in AMD Device 

CVE ID : CVE-2024-34732

Published :  Jan. 28, 2025, 8:15 p.m. | 11 hours, 44 minutes ago

Description : In RGXMMUCacheInvalidate of rgxmem.c, there is a possible arbitrary code execution due to a race condition. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.

Severity: 8.4 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and […]

 https:// whalers.ir/blog/cve-2024-34732 -vulnerability-in-rgx-mmucache-invalidate-in-amd-device/5293/"
['CVE-2024-13484'],2025-01-29,mastodon,"CVE-2024-13484 – ArgoCD Cluster-Wide PrometheusRule Injection Vulnerability 

CVE ID : CVE-2024-13484

Published :  Jan. 28, 2025, 6:15 p.m. | 13 hours, 44 minutes ago

Description : A flaw was found in ArgoCD. The openshift.io/cluster-monitoring label is applied to all namespaces that deploy an ArgoCD CR instance, allowing the namespace to create a rogue PrometheusRule. This issue can have adverse effects on the platform monitoring stack, as the rule is rolled out cluster-wide when the label is applied.

Severity: 8.2 | HIGH

Visit the link for more details, such […]

 https:// whalers.ir/blog/cve-2024-13484 -argocd-cluster-wide-prometheusrule-injection-vulnerability/5291/"
['CVE-2024-13484'],2025-01-29,mastodon,"CVE-2024-13484 – ArgoCD Cluster-Wide PrometheusRule Injection Vulnerability 

CVE ID : CVE-2024-13484

Published :  Jan. 28, 2025, 6:15 p.m. | 13 hours, 44 minutes ago

Description : A flaw was found in ArgoCD. The openshift.io/cluster-monitoring label is applied to all namespaces that deploy an ArgoCD CR instance, allowing the namespace to create a rogue PrometheusRule. This issue can have adverse effects on the platform monitoring stack, as the rule is rolled out cluster-wide when the label is applied.

Severity: 8.2 | HIGH

Visit the link for more details, such […]

 https:// whalers.ir/blog/cve-2024-13484 -argocd-cluster-wide-prometheusrule-injection-vulnerability/5291/"
['cve-2024-13484'],2025-01-29,mastodon,"CVE-2024-13484 – ArgoCD Cluster-Wide PrometheusRule Injection Vulnerability 

CVE ID : CVE-2024-13484

Published :  Jan. 28, 2025, 6:15 p.m. | 13 hours, 44 minutes ago

Description : A flaw was found in ArgoCD. The openshift.io/cluster-monitoring label is applied to all namespaces that deploy an ArgoCD CR instance, allowing the namespace to create a rogue PrometheusRule. This issue can have adverse effects on the platform monitoring stack, as the rule is rolled out cluster-wide when the label is applied.

Severity: 8.2 | HIGH

Visit the link for more details, such […]

 https:// whalers.ir/blog/cve-2024-13484 -argocd-cluster-wide-prometheusrule-injection-vulnerability/5291/"
